,files changed,lines added,lines removed,loops added,loops removed,ifs added,ifs removed,boolean_op added,boolean_op removed,pairs added,pairs removed,function calls added,function calls removed,assignment added,assignment removed,sizeof added,sizeof removed,continue added,continue removed,break added,break removed,goto added,goto removed,return added,return removed,numerical added,numerical removed,compare added,compare removed,error added,error removed,char changed
210,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
211,1,3,0,0,0,1,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,85
212,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,-2
213,1,14,6,0,0,2,0,1,0,8,4,6,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,255
214,1,78,38,1,0,11,1,4,0,45,22,25,18,5,9,0,0,0,0,2,2,1,0,16,0,4,5,16,4,10,6,1173
215,1,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,108
216,1,1,1,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6
217,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,99
218,1,5,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,87
219,2,76,1,0,0,11,0,4,0,30,0,18,0,6,0,0,0,0,0,1,0,0,0,7,1,10,0,0,0,14,0,2052
220,1,56,2,0,0,9,1,10,1,22,2,12,1,8,0,0,0,0,0,0,0,0,0,9,0,25,1,0,0,8,0,1395
221,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,87
222,1,56,43,0,0,6,4,4,4,17,16,11,12,8,6,0,0,0,0,0,0,0,0,2,0,11,6,7,5,9,5,224
223,1,14,2,0,0,2,0,2,0,8,1,3,1,0,0,0,0,0,0,0,0,0,0,2,0,4,1,4,0,3,0,366
224,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
225,1,19,0,0,0,4,0,0,0,12,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,605
226,1,10,2,0,0,2,1,4,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,2,5,2,0,0,278
227,1,3,2,0,0,0,0,0,0,3,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,95
228,1,5,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,2,0,1,0,202
229,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,145
230,1,35,33,0,0,7,5,3,1,18,21,11,14,6,16,0,0,0,0,0,0,0,0,3,0,24,13,3,2,8,18,160
231,2,6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338
232,1,12,1,1,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,1,1,0,0,0,373
233,1,20,4,0,0,4,0,1,0,8,2,2,2,0,0,0,0,0,0,0,0,0,0,6,0,7,2,5,0,0,0,399
234,1,3,2,0,0,2,2,4,2,4,4,2,2,0,0,1,1,0,0,0,0,0,0,0,0,3,1,2,0,0,0,64
235,1,8,2,0,0,1,0,0,0,2,1,1,1,4,1,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,225
236,1,1,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
237,1,6,1,0,0,1,0,0,0,2,1,1,1,2,1,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0,67
238,1,4,2,0,0,2,2,2,0,4,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,4,2,4,2,0,0,120
239,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,43
240,1,7,6,0,0,1,0,0,0,4,3,3,3,2,3,0,0,0,0,0,0,0,0,1,0,3,1,1,0,1,0,37
241,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
242,1,9,0,0,0,2,0,7,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,13,0,7,0,0,0,334
243,2,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68
244,2,15,9,0,0,2,1,2,1,6,2,4,2,1,1,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,155
245,1,3,4,0,0,1,1,1,1,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,6,2,2,0,0,-22
246,1,78,44,0,0,11,7,2,1,41,20,19,0,12,11,2,0,0,0,0,0,0,0,6,0,56,54,9,3,0,0,287
247,1,3,4,0,0,1,1,1,0,4,6,3,4,1,0,1,1,0,0,0,0,0,0,0,0,5,7,0,1,0,0,-45
248,1,15,0,0,0,0,0,0,0,14,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,446
249,1,10,6,0,0,2,2,0,0,8,8,4,4,4,2,4,4,0,0,0,0,0,0,0,0,14,18,2,2,0,0,90
250,1,167,11,1,0,31,1,22,1,85,10,53,7,34,5,4,0,0,0,0,0,0,0,12,1,56,6,22,0,22,0,4158
251,1,95,59,0,0,12,9,1,6,17,18,3,0,26,19,0,0,0,0,3,4,1,0,1,2,16,49,11,16,1,0,411
252,1,10,0,0,0,0,0,5,0,5,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,285
253,1,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-42
254,1,15,13,0,0,4,4,0,0,15,15,8,8,0,0,0,0,0,0,0,4,0,0,4,0,9,9,3,3,0,0,-92
255,1,151,154,7,7,10,11,5,5,65,66,38,38,49,49,1,1,0,0,0,0,0,0,0,0,129,129,5,5,2,2,-621
256,3,9,1,3,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,4,0,0,1,283
257,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
258,2,44,36,0,0,3,1,1,2,15,13,12,12,0,0,0,0,0,0,0,0,0,0,27,25,1,17,1,1,0,0,345
259,1,34,2,3,0,1,0,0,0,18,2,11,1,6,1,0,0,0,0,0,0,0,0,0,0,14,0,3,0,12,0,948
